Employee ID,Age,Attrition,Department,DistanceFromHome,Education,Education Text,EducationField,EnvironmentSatisfaction,EnvironmentSatisfaction Text,JobSatisfaction,JobSatisfaction Text,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,WorkLifeBalance Text,YearsAtCompany
1523,37,No,Research & Development,10,2,Some College,Life Sciences,4,Very High,4,Very High,Single,4680,3,3,Better,1
1524,50,No,Research & Development,28,1,Below College,Medical,4,Very High,3,High,Married,3221,1,3,Better,20
1525,34,No,Research & Development,9,3,Bachelor,Medical,4,Very High,2,Medium,Single,8621,1,4,Best,8
1526,24,Yes,Sales,3,2,Some College,Life Sciences,1,Low,3,High,Single,4577,9,3,Better,2
1527,39,No,Research & Development,2,4,Master,Technical Degree,4,Very High,3,High,Single,4553,1,3,Better,20
1528,32,No,Sales,10,3,Bachelor,Marketing,4,Very High,4,Very High,Single,5396,1,2,Good,10
1529,50,Yes,Sales,8,2,Some College,Technical Degree,2,Medium,3,High,Married,6796,3,3,Better,4
1530,38,No,Research & Development,1,4,Master,Life Sciences,2,Medium,4,Very High,Single,7625,0,2,Good,9
1531,27,No,Research & Development,1,2,Some College,Life Sciences,3,High,1,Low,Married,7412,1,3,Better,9
1532,32,No,Research & Development,3,2,Some College,Life Sciences,3,High,4,Very High,Single,11159,3,3,Better,7
1533,47,No,Sales,14,4,Master,Marketing,4,Very High,1,Low,Single,4960,2,3,Better,7
1534,40,No,Sales,5,4,Master,Life Sciences,4,Very High,1,Low,Married,10475,5,3,Better,18
1535,53,No,Research & Development,7,3,Bachelor,Life Sciences,3,High,3,High,Married,14814,3,3,Better,5
1536,41,No,Human Resources,10,4,Master,Human Resources,2,Medium,4,Very High,Divorced,19141,3,2,Good,21
1537,60,No,Sales,16,4,Master,Marketing,1,Low,1,Low,Single,5405,8,3,Better,2
1538,27,No,Research & Development,10,2,Some College,Life Sciences,4,Very High,1,Low,Divorced,8793,1,2,Good,9
1539,41,No,Human Resources,1,3,Bachelor,Human Resources,4,Very High,3,High,Married,19189,1,3,Better,22
1540,50,No,Sales,8,4,Master,Marketing,4,Very High,2,Medium,Married,3875,7,3,Better,2
1541,28,Yes,Research & Development,1,2,Some College,Life Sciences,1,Low,2,Medium,Single,2216,7,3,Better,7
1542,36,No,Research & Development,8,3,Bachelor,Life Sciences,1,Low,1,Low,Married,11713,9,3,Better,8
1543,38,No,Research & Development,1,3,Bachelor,Life Sciences,3,High,3,High,Single,7861,4,4,Best,1
1544,44,No,Research & Development,24,3,Bachelor,Medical,1,Low,3,High,Single,3708,2,3,Better,5
1545,47,No,Sales,3,3,Bachelor,Medical,4,Very High,3,High,Divorced,13770,9,2,Good,22
1546,30,No,Sales,27,5,Doctor,Marketing,3,High,4,Very High,Divorced,5304,7,2,Good,8
1547,29,No,Sales,10,3,Bachelor,Life Sciences,3,High,3,High,Single,2642,1,3,Better,1
1548,42,Yes,Research & Development,19,3,Bachelor,Medical,3,High,3,High,Divorced,2759,6,3,Better,2
1549,43,No,Sales,15,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,6804,3,3,Better,2
1550,34,No,Research & Development,8,2,Some College,Medical,2,Medium,3,High,Single,6142,3,3,Better,5
1551,23,No,Research & Development,9,1,Below College,Medical,2,Medium,1,Low,Married,2500,1,4,Best,4
1552,39,No,Human Resources,3,3,Bachelor,Human Resources,3,High,2,Medium,Married,6389,9,1,Bad,8
1553,56,No,Research & Development,9,3,Bachelor,Medical,3,High,4,Very High,Married,11103,7,2,Good,10
1554,40,No,Research & Development,2,1,Below College,Medical,4,Very High,4,Very High,Single,2342,0,2,Good,4
1555,27,No,Research & Development,7,3,Bachelor,Medical,4,Very High,1,Low,Single,6811,8,1,Bad,7
1556,29,No,Sales,10,3,Bachelor,Marketing,4,Very High,2,Medium,Divorced,2297,1,3,Better,2
1557,53,No,Research & Development,6,3,Bachelor,Life Sciences,4,Very High,4,Very High,Single,2450,2,3,Better,2
1558,35,No,Research & Development,2,4,Master,Life Sciences,4,Very High,1,Low,Divorced,5093,2,4,Best,1
1559,32,No,Research & Development,24,4,Master,Life Sciences,1,Low,4,Very High,Married,5309,1,3,Better,10
1560,38,No,Research & Development,2,5,Doctor,Medical,4,Very High,3,High,Married,3057,6,1,Bad,1
1561,34,No,Research & Development,8,5,Doctor,Life Sciences,2,Medium,1,Low,Divorced,5121,3,3,Better,0
1562,52,No,Sales,3,4,Master,Marketing,3,High,1,Low,Married,16856,1,4,Best,34
1563,33,Yes,Research & Development,1,4,Master,Other,4,Very High,4,Very High,Single,2686,1,2,Good,10
1564,25,No,Sales,26,1,Below College,Medical,3,High,4,Very High,Single,6180,1,2,Good,6
1565,45,No,Sales,2,2,Some College,Technical Degree,2,Medium,3,High,Single,6632,0,3,Better,8
1566,23,No,Research & Development,10,1,Below College,Medical,1,Low,3,High,Single,3505,1,3,Better,2
1567,47,Yes,Sales,27,2,Some College,Life Sciences,2,Medium,3,High,Single,6397,4,3,Better,5
1568,34,No,Sales,2,3,Bachelor,Other,4,Very High,4,Very High,Single,6274,1,3,Better,6
1569,55,Yes,Research & Development,2,3,Bachelor,Medical,4,Very High,1,Low,Married,19859,5,3,Better,5
1570,36,No,Sales,8,4,Master,Life Sciences,1,Low,1,Low,Single,7587,1,3,Better,10
1571,52,No,Research & Development,19,4,Master,Medical,4,Very High,4,Very High,Married,4258,0,3,Better,4
1572,26,No,Research & Development,1,2,Some College,Life Sciences,1,Low,4,Very High,Divorced,4364,3,3,Better,2
1573,29,No,Research & Development,27,3,Bachelor,Medical,2,Medium,3,High,Married,4335,4,2,Good,8
1574,26,Yes,Sales,8,3,Bachelor,Technical Degree,4,Very High,1,Low,Single,5326,6,2,Good,4
1575,34,No,Research & Development,1,4,Master,Life Sciences,2,Medium,4,Very High,Single,3280,2,3,Better,4
1576,54,No,Research & Development,19,4,Master,Medical,4,Very High,1,Low,Divorced,5485,9,3,Better,5
1577,27,No,Sales,8,1,Below College,Marketing,3,High,4,Very High,Married,4342,0,3,Better,4
1578,37,No,Research & Development,10,1,Below College,Life Sciences,4,Very High,1,Low,Divorced,2782,0,2,Good,5
1579,38,No,Research & Development,2,4,Master,Life Sciences,1,Low,1,Low,Single,5980,6,3,Better,15
1580,34,No,Research & Development,2,4,Master,Medical,3,High,1,Low,Single,4381,1,3,Better,6
1581,35,No,Sales,8,4,Master,Life Sciences,1,Low,4,Very High,Married,2572,1,2,Good,3
1582,30,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,3,High,Married,3833,3,3,Better,2
1583,40,No,Research & Development,2,2,Some College,Medical,3,High,2,Medium,Married,4244,1,3,Better,8
1584,34,No,Sales,8,2,Some College,Life Sciences,3,High,1,Low,Married,6500,5,3,Better,3
1585,42,No,Research & Development,8,3,Bachelor,Life Sciences,2,Medium,4,Very High,Divorced,18430,1,2,Good,24
1586,23,Yes,Research & Development,6,3,Bachelor,Life Sciences,3,High,1,Low,Married,1601,1,3,Better,0
1587,24,No,Research & Development,9,3,Bachelor,Life Sciences,3,High,2,Medium,Divorced,2694,1,3,Better,1
1588,52,No,Research & Development,11,4,Master,Life Sciences,4,Very High,3,High,Married,3149,8,3,Better,5
1589,50,No,Research & Development,2,3,Bachelor,Medical,3,High,3,High,Married,17639,5,3,Better,4
1590,29,Yes,Research & Development,1,2,Some College,Life Sciences,2,Medium,1,Low,Married,2319,1,3,Better,1
1591,33,No,Research & Development,7,3,Bachelor,Medical,3,High,3,High,Married,11691,0,4,Best,13
1592,33,Yes,Sales,16,3,Bachelor,Marketing,1,Low,1,Low,Single,5324,5,3,Better,3
1593,47,No,Research & Development,2,2,Some College,Other,3,High,4,Very High,Married,16752,1,2,Good,26
1594,36,No,Research & Development,1,3,Bachelor,Other,3,High,2,Medium,Married,5228,0,3,Better,9
1595,29,No,Research & Development,23,2,Some College,Life Sciences,3,High,3,High,Married,2700,1,3,Better,10
1596,58,Yes,Research & Development,2,4,Master,Life Sciences,4,Very High,2,Medium,Single,19246,7,3,Better,31
1597,35,No,Research & Development,1,4,Master,Life Sciences,4,Very High,3,High,Single,2506,3,3,Better,2
1598,42,No,Research & Development,1,2,Some College,Life Sciences,4,Very High,4,Very High,Married,6062,9,3,Better,4
1599,28,Yes,Research & Development,2,4,Master,Medical,3,High,3,High,Single,4382,6,2,Good,2
1600,36,No,Human Resources,13,3,Bachelor,Human Resources,3,High,2,Medium,Married,2143,4,3,Better,5
1601,32,No,Research & Development,4,3,Bachelor,Life Sciences,3,High,3,High,Married,6162,1,3,Better,14
1602,40,No,Research & Development,16,4,Master,Medical,1,Low,3,High,Single,5094,6,3,Better,1
1603,30,No,Research & Development,2,3,Bachelor,Medical,3,High,4,Very High,Single,6877,5,2,Good,0
1604,45,No,Research & Development,2,3,Bachelor,Life Sciences,2,Medium,3,High,Single,2274,1,3,Better,1
1605,42,No,Research & Development,29,3,Bachelor,Life Sciences,2,Medium,2,Medium,Married,4434,1,2,Good,9
1606,38,No,Research & Development,12,3,Bachelor,Life Sciences,1,Low,1,Low,Divorced,6288,2,2,Good,4
1607,34,No,Research & Development,16,4,Master,Life Sciences,3,High,4,Very High,Single,2553,1,3,Better,5
1608,49,Yes,Sales,11,3,Bachelor,Marketing,3,High,4,Very High,Married,7654,1,4,Best,9
1609,55,Yes,Sales,2,1,Below College,Medical,3,High,4,Very High,Single,5160,4,2,Good,9
1610,43,No,Research & Development,14,2,Some College,Life Sciences,2,Medium,1,Low,Married,17159,6,3,Better,4
1611,27,No,Research & Development,5,1,Below College,Technical Degree,3,High,4,Very High,Divorced,12808,1,3,Better,9
1612,35,No,Research & Development,7,3,Bachelor,Other,3,High,3,High,Single,10221,3,4,Best,8
1613,28,No,Sales,2,4,Master,Marketing,2,Medium,2,Medium,Married,4779,1,3,Better,8
1614,34,No,Human Resources,3,2,Some College,Human Resources,3,High,4,Very High,Married,3737,0,1,Bad,3
1615,26,Yes,Research & Development,5,2,Some College,Medical,3,High,3,High,Married,2366,1,3,Better,8
1616,27,No,Research & Development,3,3,Bachelor,Medical,4,Very High,4,Very High,Married,1706,1,2,Good,0
1617,51,No,Sales,26,4,Master,Marketing,1,Low,3,High,Married,16307,2,2,Good,20
1618,44,No,Research & Development,4,3,Bachelor,Medical,4,Very High,2,Medium,Single,5933,9,2,Good,5
1619,25,No,Research & Development,2,1,Below College,Medical,1,Low,1,Low,Single,3424,7,2,Good,4
1620,33,No,Sales,1,3,Bachelor,Medical,1,Low,1,Low,Divorced,4037,1,3,Better,9
1621,35,No,Research & Development,27,1,Below College,Medical,3,High,1,Low,Single,2559,1,2,Good,6
1622,36,No,Sales,1,2,Some College,Life Sciences,2,Medium,4,Very High,Married,6201,1,2,Good,18
1623,32,No,Sales,13,4,Master,Life Sciences,2,Medium,4,Very High,Divorced,4403,2,2,Good,5
1624,30,No,Research & Development,5,4,Master,Life Sciences,2,Medium,4,Very High,Divorced,3761,9,2,Good,5
1625,53,No,Sales,7,2,Some College,Marketing,1,Low,4,Very High,Married,10934,7,3,Better,5
1626,45,No,Sales,9,3,Bachelor,Marketing,4,Very High,1,Low,Divorced,10761,4,3,Better,5
1627,32,No,Research & Development,8,2,Some College,Medical,3,High,3,High,Married,5175,5,2,Good,5
1628,52,No,Research & Development,25,4,Master,Medical,3,High,4,Very High,Married,13826,3,3,Better,9
1629,37,No,Sales,16,4,Master,Marketing,4,Very High,3,High,Divorced,6334,4,3,Better,1
1630,28,No,Human Resources,8,2,Some College,Medical,2,Medium,4,Very High,Divorced,4936,1,3,Better,5
1631,22,No,Research & Development,1,2,Some College,Life Sciences,4,Very High,4,Very High,Married,4775,6,1,Bad,2
1632,44,No,Research & Development,8,4,Master,Life Sciences,1,Low,4,Very High,Married,2818,2,2,Good,3
1633,42,No,Research & Development,2,1,Below College,Medical,2,Medium,4,Very High,Single,2515,5,3,Better,2
1634,36,No,Human Resources,8,3,Bachelor,Life Sciences,1,Low,1,Low,Married,2342,0,3,Better,5
1635,25,No,Sales,3,1,Below College,Other,3,High,1,Low,Married,4194,1,3,Better,5
1636,35,No,Research & Development,9,3,Bachelor,Life Sciences,4,Very High,3,High,Married,10685,1,3,Better,17
1637,35,Yes,Research & Development,25,4,Master,Life Sciences,4,Very High,2,Medium,Divorced,2022,1,2,Good,10
1638,32,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Divorced,2314,0,3,Better,3
1639,25,No,Sales,4,1,Below College,Marketing,3,High,1,Low,Married,4256,1,4,Best,5
1640,49,No,Research & Development,1,3,Bachelor,Technical Degree,3,High,1,Low,Married,3580,2,3,Better,4
1641,24,No,Research & Development,4,1,Below College,Life Sciences,1,Low,4,Very High,Married,3162,0,2,Good,5
1642,32,No,Sales,5,2,Some College,Life Sciences,2,Medium,2,Medium,Married,6524,1,3,Better,10
1643,38,No,Sales,9,3,Bachelor,Marketing,2,Medium,2,Medium,Married,2899,0,3,Better,2
1644,42,No,Research & Development,3,3,Bachelor,Life Sciences,3,High,4,Very High,Married,5231,2,2,Good,5
1645,31,No,Research & Development,11,4,Master,Life Sciences,4,Very High,4,Very High,Married,2356,3,3,Better,6
1646,29,Yes,Sales,1,3,Bachelor,Medical,2,Medium,3,High,Divorced,2800,6,3,Better,3
1647,53,No,Sales,8,3,Bachelor,Marketing,1,Low,4,Very High,Married,11836,5,3,Better,2
1648,35,No,Research & Development,25,3,Bachelor,Technical Degree,4,Very High,2,Medium,Married,10903,3,3,Better,13
1649,37,No,Sales,21,2,Some College,Medical,3,High,4,Very High,Married,2973,5,3,Better,5
1650,53,No,Research & Development,23,4,Master,Life Sciences,4,Very High,4,Very High,Single,14275,6,3,Better,12
1651,43,No,Research & Development,1,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,5562,4,2,Good,5
1652,47,No,Sales,2,2,Some College,Marketing,3,High,4,Very High,Married,4537,0,3,Better,7
1653,37,No,Sales,19,2,Some College,Medical,1,Low,2,Medium,Single,7642,1,3,Better,10
1654,50,No,Research & Development,2,4,Master,Life Sciences,1,Low,1,Low,Divorced,17924,1,3,Better,31
1655,39,No,Human Resources,2,3,Bachelor,Life Sciences,4,Very High,4,Very High,Married,5204,8,3,Better,5
1656,33,No,Human Resources,3,2,Some College,Human Resources,4,Very High,2,Medium,Divorced,2277,3,4,Best,4
1657,32,Yes,Research & Development,25,4,Master,Life Sciences,1,Low,4,Very High,Single,2795,1,1,Bad,1
1658,29,No,Research & Development,7,1,Below College,Medical,1,Low,4,Very High,Divorced,2532,6,3,Better,4
1659,44,No,Research & Development,9,2,Some College,Life Sciences,2,Medium,1,Low,Married,2559,1,3,Better,8
1660,28,No,Sales,5,4,Master,Medical,1,Low,4,Very High,Single,4908,1,3,Better,4
1661,58,Yes,Research & Development,2,1,Below College,Life Sciences,4,Very High,4,Very High,Divorced,2380,9,2,Good,1
1662,43,No,Research & Development,8,3,Bachelor,Life Sciences,1,Low,2,Medium,Divorced,4765,4,4,Best,1
1663,20,Yes,Sales,2,3,Bachelor,Medical,3,High,3,High,Single,2044,1,2,Good,2
1664,21,Yes,Research & Development,18,1,Below College,Other,4,Very High,4,Very High,Single,2693,1,2,Good,1
1665,36,No,Research & Development,14,1,Below College,Life Sciences,3,High,4,Very High,Married,6586,0,2,Good,16
1666,47,No,Sales,2,4,Master,Life Sciences,4,Very High,4,Very High,Single,3294,1,2,Good,3
1667,22,Yes,Research & Development,3,1,Below College,Life Sciences,2,Medium,3,High,Married,4171,0,4,Best,3
1668,41,Yes,Research & Development,2,4,Master,Life Sciences,2,Medium,4,Very High,Divorced,2778,4,2,Good,7
1669,28,No,Research & Development,9,3,Bachelor,Medical,3,High,3,High,Divorced,2377,5,3,Better,2
1670,39,Yes,Research & Development,6,3,Bachelor,Medical,4,Very High,1,Low,Married,2404,7,1,Bad,2
1671,27,No,Research & Development,4,3,Bachelor,Life Sciences,2,Medium,3,High,Single,2318,1,3,Better,1
1672,34,No,Research & Development,10,3,Bachelor,Life Sciences,2,Medium,2,Medium,Divorced,2008,1,3,Better,1
1673,42,No,Sales,14,2,Some College,Medical,3,High,3,High,Single,6244,7,3,Better,5
1674,33,No,Research & Development,1,4,Master,Other,3,High,1,Low,Single,2799,3,3,Better,3
1675,58,No,Research & Development,5,3,Bachelor,Technical Degree,3,High,2,Medium,Divorced,10552,2,3,Better,6
1676,31,No,Sales,7,4,Master,Life Sciences,2,Medium,3,High,Married,2329,3,4,Best,7
1677,35,No,Research & Development,21,1,Below College,Life Sciences,4,Very High,4,Very High,Married,4014,1,1,Bad,10
1678,49,No,Research & Development,8,2,Some College,Other,1,Low,2,Medium,Married,7403,4,2,Good,26
1679,48,No,Research & Development,20,4,Master,Medical,4,Very High,3,High,Married,2259,4,2,Good,0
1680,31,No,Sales,20,2,Some College,Marketing,4,Very High,3,High,Married,6932,1,2,Good,9
1681,36,No,Research & Development,7,4,Master,Other,2,Medium,4,Very High,Single,4678,2,3,Better,6
1682,38,No,Research & Development,1,3,Bachelor,Technical Degree,4,Very High,1,Low,Married,13582,1,3,Better,15
1683,32,No,Research & Development,1,3,Bachelor,Life Sciences,3,High,2,Medium,Married,2332,6,3,Better,3
1684,25,Yes,Sales,19,2,Some College,Marketing,3,High,2,Medium,Married,2413,1,3,Better,1
1685,40,No,Sales,10,4,Master,Marketing,1,Low,2,Medium,Divorced,9705,2,2,Good,1
1686,26,No,Sales,1,3,Bachelor,Medical,3,High,1,Low,Single,4294,1,3,Better,7
1687,41,No,Research & Development,6,3,Bachelor,Medical,4,Very High,1,Low,Single,4721,2,3,Better,18
1688,36,No,Research & Development,2,4,Master,Medical,3,High,3,High,Single,2519,4,3,Better,11
1689,19,Yes,Sales,21,3,Bachelor,Other,4,Very High,2,Medium,Single,2121,1,4,Best,1
1690,20,Yes,Research & Development,4,3,Bachelor,Technical Degree,1,Low,1,Low,Single,2973,1,3,Better,1
1691,31,No,Research & Development,12,3,Bachelor,Medical,4,Very High,4,Very High,Married,5855,0,1,Bad,9
1692,40,No,Research & Development,9,4,Master,Medical,4,Very High,2,Medium,Divorced,3617,8,3,Better,1
1693,32,No,Research & Development,3,4,Master,Medical,3,High,1,Low,Married,6725,1,4,Best,8
1694,36,Yes,Sales,3,1,Below College,Life Sciences,3,High,4,Very High,Married,10325,1,3,Better,16
1695,33,No,Research & Development,1,3,Bachelor,Life Sciences,2,Medium,4,Very High,Single,6949,0,3,Better,5
1696,37,Yes,Sales,1,4,Master,Life Sciences,1,Low,3,High,Married,10609,5,1,Bad,14
1697,45,No,Research & Development,4,2,Some College,Life Sciences,3,High,2,Medium,Married,4447,1,2,Good,9
1698,29,No,Sales,20,3,Bachelor,Technical Degree,3,High,4,Very High,Married,2157,1,3,Better,3
1699,35,No,Sales,18,3,Bachelor,Medical,3,High,3,High,Married,4601,1,3,Better,5
1700,52,No,Research & Development,1,2,Some College,Life Sciences,4,Very High,4,Very High,Married,17099,2,2,Good,9
1701,58,Yes,Research & Development,2,3,Bachelor,Technical Degree,4,Very High,3,High,Single,2479,4,3,Better,1
1702,53,No,Sales,2,2,Some College,Medical,3,High,3,High,Divorced,14852,6,4,Best,17
1703,30,No,Sales,8,2,Some College,Other,3,High,3,High,Divorced,7264,5,4,Best,8
1704,38,No,Sales,10,3,Bachelor,Technical Degree,3,High,4,Very High,Single,5666,1,3,Better,5
1705,35,No,Sales,3,4,Master,Life Sciences,4,Very High,4,Very High,Divorced,7823,6,3,Better,10
1706,39,No,Sales,2,5,Doctor,Life Sciences,1,Low,3,High,Single,7880,0,3,Better,8
1707,40,Yes,Sales,24,3,Bachelor,Life Sciences,2,Medium,2,Medium,Single,13194,4,2,Good,1
1708,47,No,Research & Development,16,4,Master,Medical,3,High,3,High,Divorced,5067,1,4,Best,19
1709,36,No,Sales,8,4,Master,Technical Degree,1,Low,4,Very High,Divorced,5079,4,3,Better,7
1710,31,Yes,Research & Development,9,2,Some College,Medical,3,High,1,Low,Single,2321,0,3,Better,3
1711,33,No,Sales,17,3,Bachelor,Life Sciences,4,Very High,3,High,Single,17444,1,3,Better,10
1712,29,Yes,Research & Development,10,3,Bachelor,Life Sciences,4,Very High,1,Low,Single,2404,6,3,Better,0
1713,33,No,Research & Development,13,1,Below College,Life Sciences,2,Medium,4,Very High,Single,3452,3,3,Better,3
1714,45,No,Research & Development,1,4,Master,Medical,4,Very High,4,Very High,Divorced,2270,3,3,Better,5
1715,50,No,Research & Development,1,2,Some College,Medical,4,Very High,4,Very High,Divorced,17399,9,2,Good,5
1716,33,No,Research & Development,1,4,Master,Other,3,High,2,Medium,Married,5488,1,3,Better,6
1717,41,No,Research & Development,9,3,Bachelor,Medical,1,Low,3,High,Divorced,19419,2,4,Best,18
1718,27,No,Research & Development,16,4,Master,Technical Degree,3,High,2,Medium,Married,2811,9,3,Better,2
1719,45,No,Research & Development,23,2,Some College,Life Sciences,4,Very High,1,Low,Married,3633,1,3,Better,9
1720,47,No,Sales,4,2,Some College,Life Sciences,4,Very High,4,Very High,Single,4163,1,3,Better,9
1721,30,Yes,Research & Development,22,3,Bachelor,Life Sciences,1,Low,3,High,Married,2132,4,3,Better,5
1722,50,No,Research & Development,24,3,Bachelor,Life Sciences,4,Very High,3,High,Married,13973,3,3,Better,12
1723,38,No,Research & Development,10,1,Below College,Medical,3,High,3,High,Married,2684,0,2,Good,2
1724,46,No,Research & Development,7,2,Some College,Medical,4,Very High,3,High,Divorced,10845,6,3,Better,8
1725,24,No,Research & Development,17,1,Below College,Medical,4,Very High,3,High,Divorced,4377,1,3,Better,4
1726,35,Yes,Research & Development,14,4,Master,Other,3,High,2,Medium,Divorced,3743,1,1,Bad,4
1727,31,No,Research & Development,1,1,Below College,Life Sciences,3,High,1,Low,Married,4148,1,3,Better,4
1728,18,No,Research & Development,5,2,Some College,Life Sciences,2,Medium,4,Very High,Single,1051,1,3,Better,0
1729,54,No,Research & Development,17,3,Bachelor,Technical Degree,3,High,3,High,Married,10739,8,3,Better,10
1730,35,No,Research & Development,25,4,Master,Medical,3,High,3,High,Divorced,10388,1,2,Good,16
1731,30,No,Research & Development,8,2,Some College,Life Sciences,2,Medium,1,Low,Married,11416,0,2,Good,8
1732,20,Yes,Research & Development,11,3,Bachelor,Medical,4,Very High,1,Low,Single,2600,1,3,Better,1
1733,30,Yes,Research & Development,5,3,Bachelor,Medical,2,Medium,2,Medium,Single,2422,0,3,Better,3
1734,26,No,Research & Development,2,2,Some College,Medical,4,Very High,4,Very High,Married,5472,1,3,Better,8
1735,22,No,Research & Development,8,1,Below College,Life Sciences,2,Medium,1,Low,Married,2451,1,2,Good,4
1736,48,No,Research & Development,6,3,Bachelor,Life Sciences,1,Low,3,High,Single,4240,2,3,Better,2
1737,48,No,Research & Development,4,4,Master,Life Sciences,3,High,3,High,Single,10999,7,3,Better,15
1738,41,No,Research & Development,7,2,Some College,Medical,4,Very High,3,High,Single,5003,6,3,Better,2
1739,39,No,Research & Development,1,1,Below College,Life Sciences,4,Very High,4,Very High,Married,12742,1,3,Better,21
1740,27,No,Research & Development,2,4,Master,Life Sciences,1,Low,4,Very High,Married,4227,0,3,Better,3
1741,35,No,Research & Development,10,3,Bachelor,Other,2,Medium,4,Very High,Divorced,3917,1,2,Good,3
1742,42,No,Sales,5,2,Some College,Marketing,4,Very High,3,High,Married,18303,6,4,Best,1
1743,50,No,Research & Development,9,3,Bachelor,Life Sciences,1,Low,4,Very High,Married,2380,4,3,Better,1
1744,59,No,Research & Development,2,3,Bachelor,Life Sciences,3,High,4,Very High,Single,13726,3,3,Better,5
1745,37,Yes,Research & Development,11,2,Some College,Medical,1,Low,2,Medium,Married,4777,5,1,Bad,1
1746,55,No,Research & Development,18,4,Master,Medical,3,High,2,Medium,Married,6385,3,3,Better,8
1747,41,No,Research & Development,7,1,Below College,Life Sciences,2,Medium,3,High,Divorced,19973,1,3,Better,21
1748,38,No,Sales,3,4,Master,Life Sciences,2,Medium,4,Very High,Single,6861,8,3,Better,1
1749,26,Yes,Sales,29,2,Some College,Medical,2,Medium,1,Low,Single,4969,8,3,Better,2
1750,52,Yes,Sales,2,1,Below College,Marketing,1,Low,4,Very High,Married,19845,1,3,Better,32
1751,44,No,Sales,28,3,Bachelor,Medical,4,Very High,4,Very High,Married,13320,3,3,Better,12
1752,50,No,Sales,1,3,Bachelor,Life Sciences,4,Very High,3,High,Married,6347,0,3,Better,18
1753,36,Yes,Research & Development,16,4,Master,Life Sciences,3,High,1,Low,Single,2743,1,3,Better,17
1754,39,No,Research & Development,22,3,Bachelor,Medical,4,Very High,1,Low,Single,10880,1,3,Better,21
1755,33,No,Sales,8,1,Below College,Life Sciences,2,Medium,4,Very High,Single,2342,0,2,Good,2
1756,45,No,Sales,11,2,Some College,Life Sciences,4,Very High,4,Very High,Married,17650,3,4,Best,9
1757,32,No,Research & Development,29,4,Master,Medical,4,Very High,3,High,Single,4025,9,3,Better,8
1758,34,No,Sales,1,4,Master,Marketing,2,Medium,4,Very High,Divorced,9725,0,2,Good,15
1759,59,No,Sales,1,2,Some College,Technical Degree,2,Medium,4,Very High,Married,11904,3,1,Bad,6
1760,45,No,Human Resources,24,4,Master,Medical,2,Medium,2,Medium,Single,2177,1,3,Better,6
1761,53,No,Sales,2,3,Bachelor,Marketing,3,High,2,Medium,Married,7525,2,3,Better,15
1762,36,Yes,Research & Development,15,3,Bachelor,Other,1,Low,3,High,Divorced,4834,7,2,Good,1
1763,26,Yes,Research & Development,2,3,Bachelor,Life Sciences,1,Low,1,Low,Married,2042,6,3,Better,3
1764,34,No,Sales,10,4,Master,Life Sciences,3,High,3,High,Married,2220,1,3,Better,1
1765,28,No,Sales,10,1,Below College,Medical,4,Very High,2,Medium,Married,1052,1,3,Better,1
1766,38,No,Research & Development,3,4,Master,Other,3,High,3,High,Married,2821,3,3,Better,2
1767,50,No,Research & Development,2,4,Master,Medical,2,Medium,3,High,Married,19237,2,2,Good,8
1768,37,No,Research & Development,3,3,Bachelor,Other,4,Very High,2,Medium,Single,4107,3,2,Good,4
1769,40,No,Sales,26,3,Bachelor,Marketing,3,High,1,Low,Married,8396,1,2,Good,7
1770,26,No,Research & Development,1,1,Below College,Medical,1,Low,3,High,Divorced,2007,1,3,Better,5
1771,46,No,Research & Development,1,4,Master,Medical,4,Very High,4,Very High,Divorced,19627,9,3,Better,2
1772,54,No,Sales,2,4,Master,Life Sciences,3,High,3,High,Married,10686,6,3,Better,9
1773,56,No,Research & Development,9,3,Bachelor,Medical,1,Low,3,High,Married,2942,2,3,Better,5
1774,36,No,Research & Development,12,5,Doctor,Medical,4,Very High,4,Very High,Single,8858,0,2,Good,14
1775,55,No,Research & Development,2,1,Below College,Medical,3,High,1,Low,Single,16756,7,4,Best,9
1776,43,No,Sales,25,3,Bachelor,Medical,3,High,4,Very High,Divorced,10798,5,3,Better,1
1777,20,Yes,Sales,9,3,Bachelor,Marketing,4,Very High,4,Very High,Single,2323,1,3,Better,2
1778,21,Yes,Research & Development,10,3,Bachelor,Life Sciences,3,High,1,Low,Single,1416,1,2,Good,1
1779,46,No,Research & Development,8,4,Master,Life Sciences,4,Very High,1,Low,Divorced,4615,8,3,Better,16
1780,51,Yes,Research & Development,4,4,Master,Life Sciences,1,Low,3,High,Married,2461,9,4,Best,10
1781,28,Yes,Research & Development,24,2,Some College,Technical Degree,2,Medium,1,Low,Single,8722,1,2,Good,10
1782,26,No,Research & Development,1,2,Some College,Medical,1,Low,1,Low,Married,3955,1,3,Better,5
1783,30,No,Research & Development,20,3,Bachelor,Other,3,High,1,Low,Married,9957,0,2,Good,6
1784,41,No,Research & Development,7,2,Some College,Technical Degree,2,Medium,3,High,Married,3376,1,3,Better,10
1785,38,No,Research & Development,17,1,Below College,Life Sciences,3,High,3,High,Married,8823,0,2,Good,19
